variant_test_data,cal_test,run,n_cov,n_val,coverage,p_value
_blurred_SD1,dv1.5T-cal_dv1.5T-test,33,14569,16340,0.8916156670746634,0.13641648584731578
_blurred_SD1,dv1.5T-cal_dv1.5T-test,34,15336,16340,0.9385556915544676,0.9999999984332172
_blurred_SD1,dv1.5T-cal_dv1.5T-test,35,15135,16340,0.9262545899632803,0.9999398884748483
_blurred_SD1,dv1.5T-cal_dv1.5T-test,36,14073,16340,0.8612607099143207,1.0795206611754492e-06
_blurred_SD1,dv1.5T-cal_dv1.5T-test,37,13482,16340,0.8250917992656058,5.206334325551806e-18
_blurred_SD1,dv1.5T-cal_dv1.5T-test,38,14715,16340,0.9005507955936353,0.5317574669187054
_blurred_SD1,dv1.5T-cal_dv1.5T-test,39,14927,16340,0.9135250917992656,0.9712540183398869
_blurred_SD1,dv1.5T-cal_dv1.5T-test,40,14673,16340,0.8979804161566708,0.39567987513009467
_blurred_SD1,dv1.5T-cal_dv1.5T-test,41,15217,16340,0.9312729498164015,0.9999984717244992
_blurred_SD1,dv1.5T-cal_dv1.5T-test,42,14036,16340,0.8589963280293758,2.992467213119454e-07
_blurred_SD1,dv1.5T-cal_dv1.5T-test,43,15290,16340,0.9357405140758874,0.9999999716060601
_blurred_SD1,dv1.5T-cal_dv1.5T-test,44,14446,16340,0.8840881272949817,0.020360910216536507
_blurred_SD1,dv1.5T-cal_dv1.5T-test,45,14083,16340,0.8618727050183599,1.5134713550224563e-06
_blurred_SD1,dv1.5T-cal_dv1.5T-test,46,14403,16340,0.8814565483476132,0.008884946325864495
_blurred_SD1,dv1.5T-cal_dv1.5T-test,47,14106,16340,0.8632802937576499,3.2447527228251245e-06
_blurred_SD1,dv1.5T-cal_dv1.5T-test,48,15208,16340,0.9307221542227662,0.999997620490228
_blurred_SD1,dv1.5T-cal_dv1.5T-test,49,14229,16340,0.8708078335373317,0.0001345457570648745
_blurred_SD1,dv1.5T-cal_dv1.5T-test,50,14551,16340,0.890514075887393,0.10789893320965029
_blurred_SD1,dv1.5T-cal_dv1.5T-test,51,14028,16340,0.8585067319461445,2.2523360480950895e-07
_blurred_SD1,dv1.5T-cal_dv1.5T-test,52,14617,16340,0.8945532435740514,0.2369833687492936
_blurred_SD1,dv1.5T-cal_dv1.5T-test,53,14913,16340,0.9126682986536108,0.9620291502632559
_blurred_SD1,dv1.5T-cal_dv1.5T-test,54,13636,16340,0.8345165238678091,1.346551648876007e-14
_blurred_SD1,dv1.5T-cal_dv1.5T-test,55,15209,16340,0.9307833537331701,0.9999977335761961
_blurred_SD1,dv1.5T-cal_dv1.5T-test,56,15221,16340,0.9315177478580171,0.999998748848124
_blurred_SD1,dv1.5T-cal_dv1.5T-test,57,14441,16340,0.8837821297429621,0.01856946170372297
